category,discounted_price,original_price,rating,discount_pct,price_ending,pricing_type,units_sold
Men's wear,185.0,349.0,4.2,46.99140401146132,85.0,Other,173
Men's wear,90.0,,4.3,,90.0,Other,411
Men's wear,279.0,349.0,4.1,20.057306590257877,79.0,Other,114
Men's wear,65.0,,4.4,,65.0,Other,349
Men's wear,195.0,199.0,4.4,2.0100502512562812,95.0,Other,176
Men's wear,134.0,149.0,4.1,10.06711409395973,34.0,Other,279
Men's wear,199.0,249.0,4.5,20.080321285140563,99.0,Charm,180
Men's wear,255.0,300.0,3.4,15.0,55.0,Other,288
Men's wear,255.0,300.0,3.7,15.0,55.0,Other,178
Men's wear,147.0,245.0,4.1,40.0,47.0,Other,204
Men's wear,249.0,330.0,3.8,24.545454545454547,49.0,Other,261
Men's wear,147.0,245.0,4.1,40.0,47.0,Other,131
Men's wear,150.0,,4.1,,50.0,Other,307
Men's wear,108.0,180.0,4.1,40.0,8.0,Other,141
Men's wear,370.0,500.0,3.0,26.0,70.0,Other,463
Men's wear,180.0,240.0,4.2,25.0,80.0,Other,356
Men's wear,187.0,250.0,3.9,25.2,87.0,Other,423
Men's wear,180.0,240.0,4.1,25.0,80.0,Other,467
Men's wear,210.0,300.0,4.0,30.0,10.0,Other,317
Men's wear,150.0,200.0,4.1,25.0,50.0,Other,347
Men's wear,98.0,250.0,4.0,60.8,98.0,Other,381
Men's wear,449.0,660.0,4.0,31.96969696969697,49.0,Other,374
Men's wear,318.0,424.0,4.0,25.0,18.0,Other,128
Men's wear,374.0,499.0,3.9,25.0501002004008,74.0,Other,65
Men's wear,150.0,,3.9,,50.0,Other,217
Men's wear,116.0,199.0,4.1,41.70854271356784,16.0,Other,479
Men's wear,299.0,499.0,3.6,40.08016032064128,99.0,Charm,118
Men's wear,188.0,245.0,4.1,23.26530612244898,88.0,Other,268
Men's wear,150.0,,4.0,,50.0,Other,365
Men's wear,150.0,,4.1,,50.0,Other,463
Men's wear,452.0,998.0,3.9,54.70941883767535,52.0,Other,339
Men's wear,374.0,499.0,3.7,25.0501002004008,74.0,Other,131
Men's wear,330.0,440.0,4.1,25.0,30.0,Other,255
Men's wear,144.0,398.0,4.2,63.81909547738693,44.0,Other,406
Men's wear,375.0,399.0,3.8,6.015037593984962,75.0,Other,185
Men's wear,175.0,300.0,4.0,41.66666666666667,75.0,Other,274
Men's wear,369.0,399.0,3.8,7.518796992481203,69.0,Other,339
Men's wear,160.0,200.0,3.9,20.0,60.0,Other,478
Men's wear,255.0,300.0,3.8,15.0,55.0,Other,179
Men's wear,120.0,160.0,4.0,25.0,20.0,Other,182
Men's wear,263.0,599.0,3.8,56.093489148580964,63.0,Other,64
Men's wear,99.0,250.0,3.9,60.4,99.0,Charm,479
Men's wear,820.0,,4.2,,20.0,Other,273
Men's wear,299.0,499.0,4.9,40.08016032064128,99.0,Charm,347
Men's wear,365.0,880.0,4.0,58.52272727272727,65.0,Other,113
Men's wear,580.0,699.0,3.9,17.02432045779685,80.0,Other,485
Men's wear,246.0,300.0,3.6,18.0,46.0,Other,421
Men's wear,341.0,1999.0,4.1,82.94147073536769,41.0,Other,477
Men's wear,341.0,1999.0,4.1,82.94147073536769,41.0,Other,153
Men's wear,269.0,1999.0,3.8,86.5432716358179,69.0,Other,289
Men's wear,269.0,1999.0,3.8,86.5432716358179,69.0,Other,344
Men's wear,299.0,1299.0,3.9,76.98229407236336,99.0,Charm,102
Men's wear,179.0,1299.0,4.0,86.22016936104696,79.0,Other,379
Men's wear,289.0,888.0,3.9,67.45495495495496,89.0,Other,435
Men's wear,259.0,1330.0,4.0,80.52631578947368,59.0,Other,318
Men's wear,349.0,1299.0,4.1,73.13317936874519,49.0,Other,140
Men's wear,269.0,1999.0,3.8,86.5432716358179,69.0,Other,355
Men's wear,189.0,1999.0,3.9,90.54527263631816,89.0,Other,242
Men's wear,549.0,3996.0,4.2,86.26126126126125,49.0,Other,264
Men's wear,289.0,888.0,3.9,67.45495495495496,89.0,Other,324
Men's wear,269.0,1999.0,3.8,86.5432716358179,69.0,Other,471
Men's wear,299.0,1299.0,3.8,76.98229407236336,99.0,Charm,431
Men's wear,398.0,1899.0,3.9,79.0416008425487,98.0,Other,482
Men's wear,299.0,1399.0,4.1,78.62759113652609,99.0,Charm,155
Men's wear,269.0,1999.0,3.8,86.5432716358179,69.0,Other,432
Men's wear,299.0,1399.0,4.1,78.62759113652609,99.0,Charm,350
Men's wear,549.0,3996.0,4.1,86.26126126126125,49.0,Other,363
Men's wear,399.0,2299.0,3.9,82.64462809917356,99.0,Charm,369
Men's wear,199.0,999.0,3.9,80.08008008008008,99.0,Charm,307
Men's wear,299.0,999.0,4.1,70.07007007007007,99.0,Charm,214
Men's wear,599.0,1399.0,3.3,57.18370264474625,99.0,Charm,254
Men's wear,299.0,1999.0,3.9,85.04252126063031,99.0,Charm,258
Men's wear,199.0,999.0,4.0,80.08008008008008,99.0,Charm,154
Men's wear,179.0,999.0,4.1,82.08208208208208,79.0,Other,489
Men's wear,322.0,1299.0,3.8,75.21170130869899,22.0,Other,156
Men's wear,349.0,1299.0,4.1,73.13317936874519,49.0,Other,161
Men's wear,179.0,1299.0,3.9,86.22016936104696,79.0,Other,485
Men's wear,219.0,1099.0,4.0,80.07279344858964,19.0,Other,194
Men's wear,1319.0,2399.0,3.7,45.018757815756565,19.0,Other,486
Men's wear,269.0,1999.0,3.8,86.5432716358179,69.0,Other,153
Men's wear,269.0,1999.0,3.8,86.5432716358179,69.0,Other,197
Men's wear,449.0,1499.0,4.1,70.04669779853235,49.0,Other,273
Men's wear,629.0,1399.0,4.0,55.03931379556827,29.0,Other,334
Men's wear,299.0,1999.0,3.9,85.04252126063031,99.0,Charm,474
Men's wear,269.0,1399.0,3.9,80.77197998570408,69.0,Other,459
Men's wear,294.0,1599.0,3.9,81.61350844277673,94.0,Other,150
Men's wear,674.0,1499.0,4.2,55.03669112741828,74.0,Other,374
Men's wear,599.0,999.0,3.7,40.04004004004004,99.0,Charm,160
Men's wear,1749.0,3499.0,3.5,50.01428979708488,49.0,Other,493
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,256
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,334
Men's wear,399.0,1299.0,3.9,69.28406466512702,99.0,Charm,177
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,201
Men's wear,399.0,1999.0,3.9,80.040020010005,99.0,Charm,371
Men's wear,494.0,1999.0,4.0,75.28764382191096,94.0,Other,225
Men's wear,399.0,1999.0,3.9,80.040020010005,99.0,Charm,190
Men's wear,399.0,1299.0,3.9,69.28406466512702,99.0,Charm,62
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,299
Men's wear,494.0,1599.0,4.0,69.10569105691057,94.0,Other,409
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,377
Men's wear,399.0,1999.0,3.9,80.040020010005,99.0,Charm,297
Men's wear,349.0,2099.0,4.0,83.37303477846594,49.0,Other,165
Men's wear,458.0,1499.0,3.8,69.44629753168779,58.0,Other,346
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,104
Men's wear,399.0,1999.0,3.9,80.040020010005,99.0,Charm,381
Men's wear,369.0,1599.0,3.8,76.92307692307693,69.0,Other,441
Men's wear,494.0,1599.0,3.9,69.10569105691057,94.0,Other,379
Men's wear,699.0,1999.0,4.4,65.03251625812906,99.0,Charm,163
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,403
Men's wear,399.0,1999.0,3.9,80.040020010005,99.0,Charm,284
Men's wear,423.0,1599.0,3.9,73.54596622889305,23.0,Other,58
Men's wear,449.0,1199.0,4.0,62.55212677231026,49.0,Other,290
Men's wear,369.0,1599.0,3.8,76.92307692307693,69.0,Other,72
Men's wear,399.0,1999.0,4.0,80.040020010005,99.0,Charm,234
Men's wear,494.0,1599.0,4.0,69.10569105691057,94.0,Other,191
Men's wear,399.0,1299.0,3.9,69.28406466512702,99.0,Charm,321
Men's wear,699.0,1999.0,4.4,65.03251625812906,99.0,Charm,397
Men's wear,399.0,1999.0,3.9,80.040020010005,99.0,Charm,366
Men's wear,494.0,1599.0,3.9,69.10569105691057,94.0,Other,256
Men's wear,399.0,1648.0,3.7,75.78883495145631,99.0,Charm,344
Men's wear,999.0,1999.0,4.5,50.025012506253134,99.0,Charm,392
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,134
Men's wear,444.0,2199.0,3.6,79.80900409276944,44.0,Other,492
Men's wear,699.0,1999.0,4.3,65.03251625812906,99.0,Charm,83
Men's wear,399.0,1648.0,3.7,75.78883495145631,99.0,Charm,173
Men's wear,329.0,1399.0,3.8,76.4832022873481,29.0,Other,435
Men's wear,494.0,1599.0,3.9,69.10569105691057,94.0,Other,240
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,413
Men's wear,359.0,1849.0,4.0,80.58409951325041,59.0,Other,268
Men's wear,329.0,1999.0,3.8,83.54177088544273,29.0,Other,479
Men's wear,379.0,1899.0,3.9,80.04212743549236,79.0,Other,270
Men's wear,404.0,1999.0,3.8,79.78989494747374,4.0,Other,230
Men's wear,299.0,1999.0,4.0,85.04252126063031,99.0,Charm,104
Men's wear,299.0,1999.0,3.9,85.04252126063031,99.0,Charm,250
Men's wear,409.0,1499.0,4.0,72.71514342895263,9.0,Other,107
Men's wear,299.0,1999.0,3.8,85.04252126063031,99.0,Charm,89
Men's wear,329.0,1399.0,3.9,76.4832022873481,29.0,Other,241
Men's wear,329.0,1999.0,3.7,83.54177088544273,29.0,Other,304
Men's wear,349.0,1899.0,3.8,81.62190626645604,49.0,Other,238
Men's wear,487.0,1249.0,3.9,61.0088070456365,87.0,Other,368
Men's wear,299.0,1999.0,4.0,85.04252126063031,99.0,Charm,315
Men's wear,379.0,1899.0,3.9,80.04212743549236,79.0,Other,117
Men's wear,269.0,1849.0,4.0,85.45159545700378,69.0,Other,479
Men's wear,399.0,1499.0,3.9,73.3822548365577,99.0,Charm,465
Men's wear,349.0,1499.0,4.1,76.71781187458305,49.0,Other,246
Men's wear,377.0,1999.0,3.8,81.14057028514256,77.0,Other,437
Men's wear,414.0,2099.0,4.4,80.27632205812291,14.0,Other,359
Men's wear,299.0,1999.0,4.0,85.04252126063031,99.0,Charm,60
Men's wear,389.0,1899.0,3.8,79.51553449183781,89.0,Other,284
Men's wear,299.0,1999.0,3.9,85.04252126063031,99.0,Charm,383
Men's wear,359.0,999.0,3.7,64.06406406406407,59.0,Other,160
Men's wear,299.0,1499.0,3.5,80.0533689126084,99.0,Charm,434
Men's wear,399.0,1287.0,3.9,68.997668997669,99.0,Charm,473
Men's wear,299.0,1999.0,4.0,85.04252126063031,99.0,Charm,59
Men's wear,499.0,1499.0,3.5,66.711140760507,99.0,Charm,321
Men's wear,499.0,999.0,3.9,50.050050050050054,99.0,Charm,341
Men's wear,649.0,1849.0,4.1,64.89994591671173,49.0,Other,166
Men's wear,299.0,1999.0,3.9,85.04252126063031,99.0,Charm,283
Men's wear,499.0,1499.0,3.5,66.711140760507,99.0,Charm,90
Men's wear,329.0,1399.0,3.8,76.4832022873481,29.0,Other,467
Men's wear,499.0,1287.0,4.2,61.22766122766122,99.0,Charm,411
Men's wear,499.0,1287.0,3.8,61.22766122766122,99.0,Charm,203
Men's wear,1299.0,1899.0,3.8,31.595576619273302,99.0,Charm,273
Men's wear,299.0,1999.0,3.9,85.04252126063031,99.0,Charm,176
Men's wear,389.0,1899.0,3.8,79.51553449183781,89.0,Other,205
Men's wear,480.0,999.0,3.8,51.95195195195195,80.0,Other,320
Men's wear,349.0,2099.0,3.9,83.37303477846594,49.0,Other,114
Men's wear,3299.0,5499.0,3.6,40.00727404982724,99.0,Charm,391
Men's wear,899.0,2999.0,4.4,70.02334111370457,99.0,Charm,300
Men's wear,365.0,1299.0,3.8,71.90146266358738,65.0,Other,495
Men's wear,454.0,1299.0,3.8,65.05003849114703,54.0,Other,99
Men's wear,349.0,2299.0,3.6,84.81948673336233,49.0,Other,327
Men's wear,454.0,1299.0,3.8,65.05003849114703,54.0,Other,353
Men's wear,507.0,1449.0,3.7,65.0103519668737,7.0,Other,111
Men's wear,1669.0,2799.0,,40.37156127188282,69.0,Other,138
Men's wear,1049.0,3699.0,3.9,71.64098404974317,49.0,Other,105
Men's wear,454.0,1299.0,3.7,65.05003849114703,54.0,Other,253
Men's wear,454.0,1299.0,3.8,65.05003849114703,54.0,Other,271
Men's wear,924.0,3699.0,4.0,75.02027575020276,24.0,Other,224
Men's wear,924.0,2399.0,3.5,61.48395164651939,24.0,Other,452
Men's wear,499.0,1399.0,3.5,64.33166547533953,99.0,Charm,86
Men's wear,719.0,2399.0,3.9,70.02917882451021,19.0,Other,228
Men's wear,1539.0,2999.0,,48.68289429809936,39.0,Other,311
Men's wear,662.0,1699.0,3.7,61.035903472630956,62.0,Other,361
Men's wear,524.0,1749.0,3.7,70.04002287021154,24.0,Other,389
Men's wear,593.0,1799.0,3.9,67.03724291272928,93.0,Other,364
Men's wear,1269.0,2799.0,,54.662379421221864,69.0,Other,289
Men's wear,539.0,1799.0,3.7,70.03891050583657,39.0,Other,373
Men's wear,1049.0,3599.0,3.8,70.85301472631286,49.0,Other,339
Men's wear,545.0,1399.0,3.7,61.04360257326662,45.0,Other,441
Men's wear,1279.0,2799.0,,54.305108967488394,79.0,Other,237
Men's wear,699.0,1199.0,3.8,41.70141784820684,99.0,Charm,359
Men's wear,499.0,1299.0,3.8,61.585835257890686,99.0,Charm,96
Men's wear,883.0,1699.0,3.7,48.028251912889935,83.0,Other,435
Men's wear,1539.0,2799.0,,45.01607717041801,39.0,Other,97
Men's wear,274.0,1099.0,3.9,75.06824385805277,74.0,Other,150
Men's wear,1049.0,3099.0,3.9,66.15037108744757,49.0,Other,426
Men's wear,349.0,2299.0,3.8,84.81948673336233,49.0,Other,443
Men's wear,2699.0,4499.0,3.6,40.008890864636584,99.0,Charm,82
Men's wear,489.0,1399.0,3.6,65.04646175839885,89.0,Other,248
Men's wear,454.0,1299.0,3.8,65.05003849114703,54.0,Other,221
Men's wear,569.0,1899.0,3.5,70.03686150605581,69.0,Other,495
Men's wear,3119.0,5199.0,3.6,40.00769378726679,19.0,Other,438
Men's wear,629.0,2999.0,4.0,79.02634211403802,29.0,Other,255
Men's wear,839.0,2399.0,4.1,65.02709462275948,39.0,Other,401
Men's wear,424.0,1299.0,3.7,67.35950731331793,24.0,Other,421
Men's wear,3119.0,5199.0,3.6,40.00769378726679,19.0,Other,391
Men's wear,499.0,1499.0,4.1,66.711140760507,99.0,Charm,173
Men's wear,440.0,1489.0,4.2,70.44996642041639,40.0,Other,152
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,404
Men's wear,499.0,1648.0,3.6,69.72087378640776,99.0,Charm,283
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,160
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,427
Men's wear,409.0,1648.0,3.8,75.18203883495146,9.0,Other,288
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,219
Men's wear,499.0,1648.0,3.6,69.72087378640776,99.0,Charm,256
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,358
Men's wear,379.0,1399.0,3.9,72.90922087205146,79.0,Other,185
Men's wear,431.0,1489.0,4.2,71.05439892545333,31.0,Other,319
Men's wear,610.0,1299.0,3.9,53.04080061585835,10.0,Other,173
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,132
Men's wear,499.0,1648.0,3.6,69.72087378640776,99.0,Charm,306
Men's wear,431.0,1459.0,3.4,70.4592186429061,31.0,Other,244
Men's wear,409.0,1648.0,3.8,75.18203883495146,9.0,Other,205
Men's wear,409.0,1648.0,3.8,75.18203883495146,9.0,Other,465
Men's wear,409.0,1499.0,3.8,72.71514342895263,9.0,Other,215
Men's wear,481.0,1499.0,2.9,67.91194129419613,81.0,Other,161
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,71
Men's wear,499.0,1648.0,3.9,69.72087378640776,99.0,Charm,131
Men's wear,499.0,1499.0,3.9,66.711140760507,99.0,Charm,239
Men's wear,440.0,1489.0,3.4,70.44996642041639,40.0,Other,478
Men's wear,449.0,1499.0,3.8,70.04669779853235,49.0,Other,390
Men's wear,649.0,1499.0,3.8,56.70446964643096,49.0,Other,150
Men's wear,499.0,1648.0,3.6,69.72087378640776,99.0,Charm,346
Men's wear,481.0,1499.0,2.9,67.91194129419613,81.0,Other,315
Men's wear,499.0,2499.0,4.1,80.03201280512204,99.0,Charm,233
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,402
Men's wear,379.0,1399.0,3.9,72.90922087205146,79.0,Other,428
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,457
Men's wear,639.0,1599.0,3.9,60.0375234521576,39.0,Other,150
Men's wear,649.0,1699.0,3.8,61.801059446733376,49.0,Other,170
Men's wear,499.0,1648.0,3.9,69.72087378640776,99.0,Charm,384
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,107
Men's wear,,,,,,Other,297
Men's wear,649.0,1699.0,3.8,61.801059446733376,49.0,Other,71
Men's wear,499.0,1648.0,3.6,69.72087378640776,99.0,Charm,84
Men's wear,431.0,1489.0,4.2,71.05439892545333,31.0,Other,136
Men's wear,499.0,1499.0,4.1,66.711140760507,99.0,Charm,94
Men's wear,440.0,1489.0,4.2,70.44996642041639,40.0,Other,379
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,157
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,241
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,465
Men's wear,409.0,1648.0,3.8,75.18203883495146,9.0,Other,123
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,218
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,358
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,258
Men's wear,409.0,1648.0,3.8,75.18203883495146,9.0,Other,246
Men's wear,409.0,1648.0,3.8,75.18203883495146,9.0,Other,276
Men's wear,431.0,1489.0,4.2,71.05439892545333,31.0,Other,101
Men's wear,409.0,1499.0,3.8,72.71514342895263,9.0,Other,88
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,187
Men's wear,399.0,1899.0,3.8,78.98894154818325,99.0,Charm,486
Men's wear,431.0,1459.0,3.4,70.4592186429061,31.0,Other,282
Men's wear,409.0,1648.0,3.8,75.18203883495146,9.0,Other,211
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,483
Men's wear,419.0,1299.0,3.7,67.74441878367975,19.0,Other,181
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,378
Men's wear,419.0,1299.0,3.9,67.74441878367975,19.0,Other,232
Men's wear,419.0,1299.0,3.9,67.74441878367975,19.0,Other,416
Men's wear,409.0,1499.0,3.7,72.71514342895263,9.0,Other,103
Men's wear,440.0,1489.0,3.4,70.44996642041639,40.0,Other,379
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,250
Men's wear,924.0,2499.0,4.3,63.02521008403361,24.0,Other,120
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,351
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,85
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,434
Men's wear,887.0,2399.0,4.1,63.02626094205919,87.0,Other,390
Men's wear,839.0,2399.0,3.0,65.02709462275948,39.0,Other,116
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,78
Men's wear,409.0,1499.0,3.8,72.71514342895263,9.0,Other,246
Men's wear,399.0,1699.0,3.4,76.51559741024133,99.0,Charm,281
Men's wear,419.0,1299.0,3.8,67.74441878367975,19.0,Other,187
Men's wear,431.0,1489.0,3.4,71.05439892545333,31.0,Other,95
Men's wear,839.0,2399.0,3.8,65.02709462275948,39.0,Other,318
Men's wear,879.0,1599.0,4.0,45.0281425891182,79.0,Other,356
Men's wear,924.0,2499.0,4.2,63.02521008403361,24.0,Other,492
Men's wear,431.0,1489.0,4.2,71.05439892545333,31.0,Other,386
Men's wear,229.0,1399.0,4.2,83.63116511794139,29.0,Other,494
Men's wear,349.0,1599.0,3.9,78.17385866166354,49.0,Other,307
Men's wear,349.0,1999.0,3.9,82.54127063531766,49.0,Other,135
Men's wear,349.0,1599.0,3.9,78.17385866166354,49.0,Other,140
Men's wear,349.0,2299.0,4.0,84.81948673336233,49.0,Other,298
Men's wear,349.0,2299.0,4.0,84.81948673336233,49.0,Other,497
Men's wear,349.0,2299.0,4.0,84.81948673336233,49.0,Other,367
Men's wear,284.0,1299.0,3.9,78.13702848344882,84.0,Other,382
Men's wear,339.0,2299.0,3.9,85.25445846020008,39.0,Other,343
Men's wear,339.0,2399.0,3.8,85.86911213005419,39.0,Other,72
Men's wear,379.0,2999.0,3.9,87.3624541513838,79.0,Other,80
Men's wear,229.0,1999.0,3.7,88.54427213606803,29.0,Other,251
Men's wear,349.0,2299.0,4.0,84.81948673336233,49.0,Other,184
Men's wear,349.0,1999.0,3.9,82.54127063531766,49.0,Other,358
Men's wear,229.0,1999.0,3.8,88.54427213606803,29.0,Other,157
Men's wear,229.0,1299.0,3.9,82.37105465742879,29.0,Other,331
Men's wear,229.0,1299.0,4.0,82.37105465742879,29.0,Other,368
Men's wear,349.0,1999.0,3.9,82.54127063531766,49.0,Other,221
Men's wear,379.0,2999.0,4.0,87.3624541513838,79.0,Other,230
Men's wear,600.0,3099.0,4.2,80.63891577928364,0.0,Round,142
Men's wear,349.0,2999.0,4.0,88.36278759586529,49.0,Other,397
Men's wear,379.0,2999.0,4.0,87.3624541513838,79.0,Other,293
Men's wear,339.0,2299.0,3.9,85.25445846020008,39.0,Other,201
Men's wear,499.0,999.0,4.0,50.050050050050054,99.0,Charm,197
Men's wear,349.0,2299.0,3.8,84.81948673336233,49.0,Other,105
Men's wear,379.0,2999.0,3.9,87.3624541513838,79.0,Other,406
Men's wear,339.0,2399.0,3.8,85.86911213005419,39.0,Other,212
Men's wear,445.0,1799.0,3.7,75.26403557531962,45.0,Other,403
Men's wear,349.0,2299.0,3.8,84.81948673336233,49.0,Other,367
Men's wear,349.0,2299.0,4.0,84.81948673336233,49.0,Other,485
Men's wear,339.0,2399.0,3.8,85.86911213005419,39.0,Other,371
Men's wear,229.0,1299.0,3.9,82.37105465742879,29.0,Other,380
Men's wear,349.0,2599.0,3.9,86.57175836860331,49.0,Other,496
Men's wear,349.0,2299.0,3.8,84.81948673336233,49.0,Other,320
Men's wear,349.0,2299.0,4.0,84.81948673336233,49.0,Other,353
Men's wear,284.0,1299.0,3.9,78.13702848344882,84.0,Other,145
Men's wear,349.0,2299.0,4.0,84.81948673336233,49.0,Other,236
Men's wear,339.0,1999.0,3.8,83.0415207603802,39.0,Other,276
Men's wear,229.0,1330.0,4.0,82.78195488721805,29.0,Other,143
Men's wear,854.0,1599.0,3.9,46.59161976235147,54.0,Other,364
Men's wear,245.0,999.0,3.8,75.47547547547548,45.0,Other,475
Men's wear,341.0,999.0,3.6,65.86586586586587,41.0,Other,321
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,65
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,218
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,433
Men's wear,319.0,1499.0,4.1,78.71914609739827,19.0,Other,232
Men's wear,319.0,1499.0,4.1,78.71914609739827,19.0,Other,348
Men's wear,329.0,1999.0,3.8,83.54177088544273,29.0,Other,186
Men's wear,329.0,1299.0,3.8,74.67282525019246,29.0,Other,372
Men's wear,319.0,1499.0,4.1,78.71914609739827,19.0,Other,318
Men's wear,319.0,1999.0,3.9,84.04202101050525,19.0,Other,139
Men's wear,899.0,2299.0,3.8,60.89604175728578,99.0,Charm,135
Men's wear,319.0,1999.0,4.0,84.04202101050525,19.0,Other,333
Men's wear,330.0,1199.0,4.1,72.47706422018348,30.0,Other,467
Men's wear,199.0,1330.0,3.9,85.0375939849624,99.0,Charm,153
Men's wear,329.0,1319.0,4.1,75.05686125852918,29.0,Other,260
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,361
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,412
Men's wear,319.0,1999.0,3.9,84.04202101050525,19.0,Other,367
Men's wear,489.0,1699.0,4.2,71.21836374337846,89.0,Other,268
Men's wear,319.0,1499.0,4.1,78.71914609739827,19.0,Other,404
Men's wear,269.0,999.0,4.0,73.07307307307308,69.0,Other,105
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,119
Men's wear,269.0,799.0,3.6,66.33291614518147,69.0,Other,407
Men's wear,446.0,2499.0,4.0,82.15286114445777,46.0,Other,374
Men's wear,319.0,1999.0,3.9,84.04202101050525,19.0,Other,236
Men's wear,209.0,899.0,4.0,76.7519466073415,9.0,Other,236
Men's wear,269.0,799.0,3.3,66.33291614518147,69.0,Other,470
Men's wear,319.0,1499.0,4.1,78.71914609739827,19.0,Other,241
Men's wear,459.0,1699.0,4.0,72.9841082989994,59.0,Other,431
Men's wear,209.0,899.0,4.0,76.7519466073415,9.0,Other,98
Men's wear,319.0,1499.0,4.1,78.71914609739827,19.0,Other,52
Men's wear,364.0,1199.0,4.1,69.64136780650541,64.0,Other,254
Men's wear,209.0,899.0,4.0,76.7519466073415,9.0,Other,239
Men's wear,444.0,999.0,4.0,55.55555555555556,44.0,Other,181
Men's wear,284.0,999.0,3.7,71.57157157157157,84.0,Other,199
Men's wear,497.0,1599.0,4.1,68.91807379612258,97.0,Other,338
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,362
Men's wear,689.0,2299.0,4.3,70.03044802087864,89.0,Other,411
Men's wear,319.0,1299.0,4.1,75.44264819091609,19.0,Other,199
Men's wear,819.0,2099.0,2.9,60.981419723677945,19.0,Other,369
Men's wear,799.0,1999.0,4.7,60.030015007503756,99.0,Charm,451
Men's wear,479.0,1999.0,3.6,76.03801900950475,79.0,Other,89
Men's wear,349.0,1999.0,3.8,82.54127063531766,49.0,Other,120
Men's wear,499.0,2099.0,3.9,76.22677465459743,99.0,Charm,442
Men's wear,367.0,1999.0,3.8,81.64082041020511,67.0,Other,61
Men's wear,860.0,2049.0,3.8,58.028306490971204,60.0,Other,355
Men's wear,1599.0,1999.0,4.0,20.01000500250125,99.0,Charm,242
Men's wear,479.0,1499.0,3.6,68.04536357571715,79.0,Other,194
Men's wear,349.0,1000.0,3.7,65.10000000000001,49.0,Other,69
Men's wear,860.0,2049.0,3.7,58.028306490971204,60.0,Other,467
Men's wear,1399.0,1999.0,4.0,30.015007503751878,99.0,Charm,485
Men's wear,389.0,1999.0,3.8,80.54027013506754,89.0,Other,212
Men's wear,389.0,1999.0,3.8,80.54027013506754,89.0,Other,105
Men's wear,899.0,2949.0,3.8,69.51508986096982,99.0,Charm,262
Men's wear,499.0,1499.0,3.8,66.711140760507,99.0,Charm,213
Men's wear,399.0,1999.0,3.7,80.040020010005,99.0,Charm,196
Men's wear,479.0,2829.0,3.9,83.06822198656769,79.0,Other,227
Men's wear,489.0,1499.0,3.6,67.37825216811207,89.0,Other,89
Men's wear,759.0,2399.0,4.0,68.36181742392664,59.0,Other,114
Men's wear,479.0,1999.0,3.6,76.03801900950475,79.0,Other,361
Men's wear,453.0,1999.0,3.8,77.33866933466733,53.0,Other,58
Men's wear,389.0,1999.0,3.8,80.54027013506754,89.0,Other,412
Men's wear,849.0,2399.0,3.2,64.61025427261359,49.0,Other,449
Men's wear,389.0,1999.0,3.8,80.54027013506754,89.0,Other,206
